Area,Mapped,Number,Project,Address,City,State,Latitude,Longitude,Description,Developer_General_Contractor,Cost,Date,Status,Checked,Map Circle color
12-Lockport Area,YES,14,BeauVine Vineyards LLC,4746 Town Line Road,Lockport,NY,43.1805900,-78.7550240,"14,000 SF grape processing/retail facility",Robin and Duncan Ross,$1.3,2017,Under,Tracey,#009770
12-Lockport Area,YES,15,"Flight of Five, Lockport Locks, (Locks 67-71)",Erie Canal-Lockport,Lockport,NY,43.1711070,-78.6927350,Restoration of historic Erie Canal lock 68 and miter gate between locks 68 and 69 ,Lockport Locks Heritage District Corp.,$10.0,2017,Under,Empire State Dev,#009770
12-Lockport Area,YES,16,Lockport City School District,130 Beattie Ave.,Lockport,NY,43.1606160,-78.6795110,Mechanical equipment upgrades at 8 district buildings,"Trautman Associates, Campus Construction Management Group",$5.8,2017,Under,Trautman Associates,#009770
12-Lockport Area,YES,17,Startpoint Central School District,4363 Mapleton Road,Lockport,NY,43.1259460,-78.8070900,"Various renovations and upgrades in schools, K-12",Turner Construction Co.,$15.0,2017,Under,Turner,#009770
12-Lockport Area,YES,18,Hampton Inn,6082 Transit Road,Pendleton,NY,43.0940880,-78.7000460,New construction,,$5.7,2016,Under,NCIDA,#009770
12-Lockport Area,YES,19,"Bear Ridge Estates, Phase 4 & 5",7297 Paddock Ridge,Pendleton,NY,43.0765450,-78.7912780,48 single-family lots and homes,Forbes Capretto Homes,$19.0,2018,Under,Forbes,#009770
13-Allegany,YES,1,Swain Ski Resort,2275 County Line Road 24,Swain,NY,42.4766560,-77.8545280,All-season recreational area,Swain Ski Resort,$2.5,2013,Completed,Allegany IDA,#CA6266
13-Allegany,YES,2,Kerr-Pegula Athletic Complex,9897 NYS Route 19,Houghton,NY,42.4295520,-78.1504830,"Three-phase, 115,000 SF field house and athletic fields for Houghton College",,$23.0,2014,Completed,"Allegany IDA, Dan",#CA6266
13-Allegany,YES,3,Solar Houghton,NYS Route 19,Houghton,NY,42.4287990,-78.1464810,12-acre solar panel farm to power half of Houghton College's electricity needs,Smart Energy Capital,$5.5,2015,Completed,Allegany IDA,#CA6266
13-Allegany,YES,4,Alfred State Anderson Complex Vet Tech Center,14 Upper College Drive,Alfred,NY,42.2647440,-77.7804600,"7,500 SF renovation for animal housing, teaching labs, surgical/radiography suites",Alfred State College,$2.1,2015,Completed,Allegany IDA,#CA6266
13-Allegany,YES,5,Alfred University Athletic Complex,99 N. Main St.,Alfred,NY,42.2587470,-77.7873880,Major addition to the McLane Athletic Center with additional basketball courts,Alfred University,$14.5,2014,Completed,Allegany IDA,#CA6266
13-Allegany,YES,6,"Ade Dining Hall, Alfred University",1 Saxob Drive,Alfred,NY,42.2585440,-77.7845880,Dining hall renovations,Alfred University,$1.5,2014,Completed,Allegany IDA,#CA6266
13-Allegany,YES,7,Alfred State Student Leadership Center,12 Upper College Drive,Alfred,NY,42.2562890,77.7934620,Student activity center,Alfred State College,$33.0,2013,Completed,Allegany IDA,#CA6266
13-Allegany,YES,8,Alfred State Physical and Health Sciences Facility,10 Upper College Drive,Alfred,NY,42.2559440,-77.7949180,"55,000 SF educational faciilty",Alfred State College,$15.0,2016,Completed,Allegany IDA,#CA6266
13-Allegany,YES,9,Alfred University Integrated Manufacturing Center ,1 Saxon Drive,Alfred,NY,42.2553380,-77.7884640,Create Advanced Materials Manufacturing and Training Center,Alfred University,$4.5,2014,Completed,NYS,#CA6266
13-Allegany,YES,10,Alfred State Nano Laboratory,13 Upper College Drive,Alfred,NY,42.2551270,-77.7966250,Student laboratory for semiconductor manufacturing processes,Alfred State College,$1.0,2016,Completed,Allegany IDA,#CA6266
13-Allegany,YES,11,Tops Markets LLC,111 Bolivar Road,Wellsville,NY,42.1264270,-77.9626400,Supermarket renovations,"Riverwalk Inc., Concept Construction",$1.2,2015,Completed,Tops,#CA6266
13-Allegany,YES,12,Construction Workforce Development Center,2530 River Road,Wellsville,NY,42.1107310,-77.9450330,,State of New York,$4.1,2016,Completed,Allegany IDA,#CA6266
13-Allegany,YES,13,GE/Lufkin/RMT,Tarantine Blvd.,Wellsville,NY,42.1058980,-77.9965200,"55,000 SF manufacturing faciilty",Lufkin,$5.7,2013,Completed,Allegany IDA,#CA6266
13-Allegany,YES,14,Belvac Production Machinery Inc. Start NY Project,Sugar Hill Industrial Park,Alfred,NY,42.2698160,-77.7867160,Purchased assets of Xylon Techincal Ceramics in Alfred,,$1.0,2017,Under,Allegany IDA,#009770
13-Allegany,YES,15,Allegany County Solar Project,5892 CR 48,Belmont,NY,42.2590520,-78.0374160,10-acre solar farm for county electricity needs,,$5.5,2017,Under,Allegany IDA,#009770
13-Allegany,YES,16,Alfred University Museum of Ceramic Art,2 Pine St.,Alfred,NY,42.2567890,-77.7880590,"20,000 SF two-story museum on campus of Alfred University",Alfred University,$10.0,2016,Under,Allegany IDA,#009770
13-Allegany,YES,17,Alfred University High Temperature Lab,"1 Saxon Drive, Binns-Merrill Hall",Alfred,NY,42.2553380,77.7884640,Renovation for high temperature materials characterization laboratory,Alfred University,$9.8,2016,Under,NYS,#009770
13-Allegany,YES,18,Alfred State Mackenzie Residence Hall ,11 Upper College Drive,Alfred,NY,42.2550280,-77.7996630,"Renovations for 1,100-student residence hall",LeChase Construction,$15.0,2018,Under,Allegany IDA,#009770
13-Allegany,YES,19,Al;fred State Pioneer Stadium Locker Room,10 Upper College Drive,Alfred,NY,42.2549370,-77.8027090,Locker rooms added to Pioneer Stadium,Kideney,$1.5,2017,Under,Allegany IDA,#009770
13-Allegany,YES,20,Allegany County Broadband Project,countywide,Allegany County,NY,42.2231240,-78.0344510,"Delivery of broadband to 29 towns and communities, households and businesses",Conxx NE,$1.0,2017,Under,Allegany IDA,#009770
13-Allegany,YES,21,Alfred State Sustainable Advanced Manufacturing Center,2530 River Road,Wellsville,NY,42.1083580,-77.9417770,Advance manufacturing and training facility,Alfred State College,$5.0,2017,Under,Allegany IDA/NYS,#009770
13-Allegany,YES,22,Alfred University Center for Advanced Ceramic Manufacturing and Education,1 Saxon Drive,Alfred,NY,42.2553380,-77.7884640,Center to assist industries with ceramics and other advanced materials in manufacturing,Alfred University,$7.8,2018,Z-Proposed,Allegany IDA,#53578F
14-Chautauqua,YES,1,Cattaraugus Indian Reservation Volunteer Fire Department,12879 Route 438,Irving,NY,42.5358420,-78.9908120,"Seven vehicle bays, offices, emergency department, classrooms, training space, banquet facility","Seneca Nation of Indians, Seneca Construction Management Corp.",$13.0,2015,Completed,Senecas,#CA6266
14-Chautauqua,YES,2,SUNY Fredonia Fitness Center,280 Central Ave.,Fredonia,NY,42.4578520,-79.3407650,New fitness center in Dods Hall,,$2.7,2013,Completed,Dan,#CA6266
14-Chautauqua,YES,3,Brockton Central School District,138 W. Main St.,Brocton,NY,42.3916690,-79.4323730,"Renovation/reconstruction of cupola, kitchen, cafeteria, natatorium, fitness center","Sandberg Kessler Architecture PC, GL Olson",$12.0,2014,Completed,Bricks 2015,#CA6266
14-Chautauqua,YES,4,Holiday Inn Express,2811 N. Main St.,Jamestown,NY,42.1189960,-79.2408900,Construction of 75-room hotel,"Ramesh Patel, Boxwood Hotel LLC",$5.0,2015,Completed,ChautCIDA,#CA6266
14-Chautauqua,YES,5,Rand Machine Products,2072 Allen St.,Falconer,NY,42.1135170,-79.1925770,"8,325 SF addition and construction ",Ruhlman Industrial Properties LLC,$6.0,2014,Completed,ChautCIDA,#CA6266
14-Chautauqua,YES,6,Upstate Shredding LLC,610 W. 8th St.,Jamestown,NY,42.0996940,-79.2500480,"6,000 SF warehouse to sort and clean non-ferrous metals",,$4.0,2015,Completed,David,#CA6266
14-Chautauqua,YES,7,Lakewood Village Center,279 Fairmount Ave.,Lakewood,NY,42.0996790,-79.3069870,"Renovation of 81,976 SF retail plaza",,$3.7,2014,Completed,ChautCIDA,#CA6266
14-Chautauqua,YES,8,Erie Train Station,211 W 2nd St.,Jamestown,NY,42.0942140,-79.2455640,"Renovation of historic 21,000 SF Erie-Lackawanna train station",Piccone Construction,$12.0,2013,Completed,Jim,#CA6266
14-Chautauqua,YES,9,Fairway Pointe Senior Village,2123 Southwestern Drive,Lakewood,NY,42.0924850,-79.2959480,116-unit independent multi-family senior living,"Calamar, Silvestri Architects",$10.0,2016,Completed,"Jim, Silvestri",#CA6266
14-Chautauqua,YES,10,Southern Tier Brewing Co. Inc.,2072 Stoneman Circle ,Lakewood,NY,42.0880540,-79.3512520,"22,500 SF warehouse ",,$3.0,2013,Completed,ChautCIDA,#CA6266
14-Chautauqua,YES,11,Cummins Inc.,4721 Baker St.,Lakewood,NY,42.0791550,-79.3640770,Photovoltaic system installation,Trautman Architects,$5.0,2015,Completed,Trautman,#CA6266
14-Chautauqua,YES,12,Peek N' Peak,1405 Ye Olde Road,Clymer,NY,42.0208500,-79.6299620,"Renovations to 125,000 SF hotel ",,$4.0,2013,Completed,ChautCIDA,#CA6266
14-Chautauqua,YES,13,Seneca Nation Wind Turbines,11093 Erie Road,Irving,NY,42.5802530,-79.1063720,1.5 megawatt wind turbine to provide electricity to Cattaraugus Territory,"Seneca Nation of Indians, Seneca Energy LLC",$6.0,2017,Under,"Jim, Senecas",#009770
14-Chautauqua,YES,14,Athenex Manufacturing Center,3817 Lake Shore Drive East,Dunkirk,NY,42.4976370,-79.3089450,"300,000 SF manufacturing plant for oncology drug manufacturer",SUNY Polytech,"$1,600.0",2019,Under,"JIM, ChautCIDA",#009770
14-Chautauqua,YES,15,Chadwick Bay Marina,24 Lake Shore Drive West,Dunkirk,NY,42.4893950,-79.3376530,Rehab waterfront facilities and possible hotel,Charles Pringle,$4.0,2018,Under,ChautCIDA,#009770
14-Chautauqua,YES,16,Petri Baking Products Inc.,26 Talcott St.,Dunkirk,NY,42.4839290,-79.3220170,Conversion of former ConAgra factory into cookie-baking operation,,$18.0,2016,Under,Jim,#009770
14-Chautauqua,YES,17,Fairway Inn & Suites,Vineyard Drive-DELETE UNLESS JIM KNOWS,Dunkirk,NY,42.4602730,-79.3163170,Construction of four-story 70-room hotel,Dunkirk Kasturi,$5.0,2016,Under,ChautCIDA,#009770
14-Chautauqua,YES,18,Wind projects,Northern Chautauqua County,,NY,42.3383590,-79.1959060,,,$536.0,2019,Under,ChautCIDA,#009770
14-Chautauqua,YES,19,Jamestown Community College,512 Falconer St.,Jamestown,NY,42.1125620,-79.2185190,"Renovations, construction of 5,808 SF addition for Manufacturing Technology Institute",Picone Construction Corp.,$2.4,2016,Under,Picone,#009770
14-Chautauqua,YES,20,Celeron Harbor Hotel,617 Dingers St.,Celoron,NY,42.1095020,-79.2831040,"130,000 SF destination hotel","The Krog Group, Hart-Krog JV",$20.0,2018,Under,"ChautCIDA, Krog",#009770
14-Chautauqua,YES,21,Hilton DoubleTree Jamestown,150 W. Fourth St.,Jamestown,NY,42.0971280,-79.2435900,"Renovation of Jamestown Ramada, 146 rooms, meeting and banquet space",Hamister Group LLC,$14.0,2017,Under,"ChautCIDA, Hamister",#009770
14-Chautauqua,YES,22,Covenant Manor Apartments,23 W. Third St.,Jamestown,NY,42.0961950,-79.2421420,"120,000 SF senior housing renovation",Millennia Housing Management LLC,$7.1,2016,Under,ChautCIDA,#009770
14-Chautauqua,YES,23,National Comedy Center,211 W. Second St.,Jamestown,NY,42.0942140,-79.2455640,"28,000 SF center to celebrate history of comedy and its contributors",City of Jamestown,$45.0,2017,Under,Jim,#009770
14-Chautauqua,YES,24,Cummins Inc.,4720 Baker St.,Lakewood,NY,42.0822320,-79.3609190,"40,000 SF renovation for new machine line, currently overseas",Cummins Inc.,$94.7,2017,Under,ChautCIDA,#009770
14-Chautauqua,YES,25,Castelli America LLC,5151 Fairbanks Road,Ashville,NY,42.0792360,-79.3995080,"New 100,000 SF cheese-processing center",Castelli America LLC Group,$6.5,2016,Under,ChautCIDA,#009770
14-Chautauqua,YES,26,Lecom Health Challenge,1405 Ye Olde Road,Clymer,NY,42.0208500,-79.6299620,Upgrades to ski and golf destination for PGA tournament held at Peek N' Peak for 4 years,,$7.0,2019,Under,ChautCIDA,#009770
14-Chautauqua,YES,27,Webb's Mayville,74 Water St.,Mayville,NY,42.2442340,-79.4960560,"Hotel with restaurant, banquet rooms","Jim Webb, Ben Webb",$13.0,2019,Z-Proposed,ChautCIDA,#53578F
15-Cattaraugus,YES,1,Pioneer Central School Capital Improvements,12145 Countyline Road,Yorkshire,NY,42.5285470,-78.4641390,"Various renovations and upgrades in schools, K-12","Gordon W. Jones Associates, Picone Construction",$31.0,2015,Completed,Bricks 2016,#CA6266
15-Cattaraugus,YES,2,Ontario Knife Co.,26 Empire St.,Franklinville,NY,42.3382640,-78.4602480,"28,000 SF expansion",Ontario Knife Co.,$4.4,2015,Completed,"CattIDA,Dave",#CA6266
15-Cattaraugus,YES,3,Ellicottville Square,Bristol Lane,Ellicottville,NY,42.2800530,-78.6678890,"43,000 SF renovation of baseball bat company into retail/office hub",Sprague Development Corp.,$4.0,2013,Completed,Bricks 2014,#CA6266
15-Cattaraugus,YES,4,4646 Genesee LLC,1  E. Washington St.,Ellicottville,NY,42.2791990,-78.6669280,multi use retail-adaptive reuse,"4646 Genesee, LLC",$5.3,2013,Completed,CattIDA,#CA6266
15-Cattaraugus,YES,5,"16 Martha Street, LLC",16 Martha St.,Ellicottville,NY,42.2744820,-78.6704240,"14 apartments in existing buildings, construct four buildings with 16 units each","16 Martha St., LLC",$4.3,2014,Completed,CattIDA,#CA6266
15-Cattaraugus,YES,6,HoliMont Ski Area,6921 Route 242,Ellicottville,NY,42.2730720,-78.6894410,WestMont Ridge Phase 1,"HoliMont, Inc.",$3.1,2014,Completed,CattIDA,#CA6266
15-Cattaraugus,YES,7,National Fuel Gas Supply,4052 Phillips Road,Hinsdale,NY,42.1768420,-78.3908270,Construction of two natural gas compressor station,,$42.0,2015,Completed,CattIDA,#CA6266
15-Cattaraugus,YES,8,Seneca Nation Cultural Center,82 W. Hetzel St.,Salamanca,NY,42.1570790,-78.7513120,"25,000 SF center to house Seneca-Iroquois National Museum and Seneca Nation archives",Seneca Construction Management Corp.,$13.0,2015,Completed,Senecas,#CA6266
15-Cattaraugus,YES,9,Seneca Arts & Learning Center,25 Center St.,Salamanca,NY,42.1563740,-78.7411490,"Education facility housing Seneca Nation Early Childhood Center, language and education department in former Seneca Elementary School","Seneca Construction Management Corp., Seneca Nation of Indians",$12.0,2016,Completed,Senecas,#CA6266
15-Cattaraugus,YES,10,MJ Painting Contractor Corp.,291 Homer St.,Olean,NY,42.0956180,-78.4460620,Construction of three buildings and equipment purchases,,$5.0,2015,Completed,CattIDA,#CA6266
15-Cattaraugus,YES,11,St. Bonaventure University dorm renovations,3261 W. State Road,St. Bonaventure,NY,42.0799020,-78.4845210,"Renovations to Devereux, Robinson and Falconio dorms",Cannon Design,$10.0,2014,Completed,CattIDA,#CA6266
15-Cattaraugus,YES,12,Community Bank,201 N. Union St.,Allegany,NY,42.0796410,-78.4301670,"60,000 SF back office center",Community Bank,$6.0,2014,Completed,CattIDA,#CA6266
15-Cattaraugus,YES,13,Manufacturer's Hanover building,101-07 N. Union St.,Olean,NY,42.0777170,-78.4304100,"Renovations of historic building into commercial, retail and residential space",Union Street Redevelopment Capital,$8.6,2015,Completed,NYS,#CA6266
15-Cattaraugus,YES,14,Zoar Valley Clinic,49 S. Water St.,Gowanda,NY,42.4617720,-78.9341060,"9,800 SF medical office; tenant is NY Office of Mental Health",Savarino Cos. LLC,$2.4,2017,Under,Savarino Cos.,#009770
15-Cattaraugus,YES,15,Woods at Bear Creek,3510 Bear Creek Road,Franklinville,NY,42.3609180,-78.5035200,Redevelopment of 450-acre Lakeland Camp,,$4.0,2017,Under,Jim,#009770
15-Cattaraugus,YES,16,Glen Burn Trail,6422 E. Washington St.,Ellicottville,NY,42.2811060,-78.6651660,Condo complex,,$3.0,2016,Under,CattIDA,#009770
15-Cattaraugus,YES,17,1887 Schoolhouse,7 Washington St.,Ellicottville,NY,42.2769410,-78.6685550,Conversion of 1887 schoolhouse into 12 condos,"Peter Krog, John Northrup",$4.0,2017,Under,,#009770
15-Cattaraugus,YES,18,American Locker Building,11 Martha St.,Ellicottville,NY,42.2745060,-78.6704440,Residential development,Wayne Bacon,$3.0,2017,Under,CattIDA,#009770
15-Cattaraugus,YES,19,Holiday Valley,6657 Holiday Valley Road,Ellicottville,NY,42.2632710,-78.6775990,"Ski slope improvements, renovations to Tannenbaum Lodge, road rebuilds",Win-Sum Ski Corp.,$4.0,2016,Under,Jim,#009770
15-Cattaraugus,YES,20,Salamanca City Central School District,50 Iroquis Drive,Salamanca,NY,42.1615480,-78.7385680,"Various renovations and upgrades in schools, K-12",Turner Construction Co.,$58.0,2019,Under,Turner,#009770
15-Cattaraugus,YES,21,Allegany Square,3864 Route 417,Allegany,NY,42.1058520,-78.5084590,"100,000 SF building convered to retail units",Sprague Development Corp.,$3.0,2016,Under,CattIDA,#009770
15-Cattaraugus,YES,22,Holiday Inn Express,101 Main St.,Olean,NY,42.0874960,-78.4289960,Convert 76-room Hampton Inn to Holiday Inn Express,"Olean Lodging Partnership, Visions Hospitality Group",$4.0,2016,Under,Jim,#009770
15-Cattaraugus,YES,23,Dresser-Rand Co.,500 Paul Clark Drive,Olean,NY,42.0855070,-78.4447180,"Renovations to testing equipment wing, drilling technology, natural gas and underwater technology divisiions",,$10.0,2017,Under,jim,#009770
15-Cattaraugus,YES,24,Olean Gateway ,1404 Buffalo St.,Olean,NY,42.0851710,-78.4450200,"Brownfield development of 60 acres into hotel, 125,000 SF retail",The Krog Group,$27.0,2017,Under,Krog,#009770
15-Cattaraugus,YES,25,Olean Central School District 2016 Capital Project ,411 W. Sullivan St.,Olean,NY,42.0812490,-78.4347410,"Renovate classrooms, generator, pool, roof, bathrooms",Campus Construction Management Group,$16.1,2019,Under,Campus Construction Management,#009770
15-Cattaraugus,YES,26,JCC Advanced Manufacturing Center,260 N. Union St.,Olean,NY,42.0811390,-78.4284800,Advanced manufacturing training center for JCC students and Olean area companies,,$6.5,2017,Under,Jim,#009770
16-Orleans,YES,1,The Cottages at Troutburg,19 Countyline Road,Kendall,NY,43.3641960,-77.9985560,3 Seasons lakefront cottage development,Ontario Lakeside Resorts,$20.0,2014,Completed,Orleans IDA,#CA6266
16-Orleans,YES,2,Empire Fruit,99 West Ave.,Lyndonville,NY,43.3259930,-78.3929280,"New controlled atmosphere, cold storage facility","Empire Fruit, DR Chamberlain",$3.5,2015,Completed,Orleans IDA,#CA6266
16-Orleans,YES,3,InterGrow,2428 Oak Orchard Road,Albion,NY,43.2991390,-78.1966290,"New building & equipment, greenhouse operation",InterGrow,$15.0,2014,Completed,Orleans IDA,#CA6266
16-Orleans,YES,4,Lake Ridge Fruit,Ridge Road,Albion,NY,43.2844710,-78.2001460,New agricultural processing plant,Lake Ridge Fruit,$2.9,2013,Completed,Orleans IDA,#CA6266
16-Orleans,YES,5,BOMET,152 McKinstry Street,Albion,NY,43.2425870,-78.1872180,Redevelopment-Manufacturing,BOMET,$1.0,2014,Completed,Orleans IDA,#CA6266
16-Orleans,YES,6,Claims Recovery Financial Services,231 East Ave.,Albion,NY,43.2420980,-78.1885800,Equipment Upgrade,CRFS,$4.0,2013,Completed,Orleans IDA,#CA6266
16-Orleans,YES,7,Claims Recovery Financial Services,231 East Ave.,Albion,NY,43.2420980,-78.1885800,Redevelopment-Back Office Site,231 East Avenue,$3.0,2013,Completed,Orleans IDA,#CA6266
16-Orleans,YES,8,Brunner International,3959 Bates Road,Medina,NY,43.2202930,-78.3684130,"49,000 SF expansion to manufacture drive axles and brake components",DA Chamberlain,$14.5,2014,Completed,"Orleans IDA, Dave",#CA6266
16-Orleans,YES,9,Velocitti,711 Park Ave.,Medina,NY,43.2178200,-78.3996140,Renovate manufacturing building,"Talis Equity, Zacker Construction",$1.0,2015,Completed,Orleans IDA,#CA6266
